hong_h2o_time,hong_h2o,,hong_oh_time,hong_oh,,,,,hong_oh_time_2,hong_oh_2,,hong_abs_time,hong_abs
3.23296810723312,3187.0464443338,,,,,,,,0.072679809708112,10.6240928882438,,2.62726328819128,0.01541075298561
3.27892988676057,3189.46359116622,,,,,,,,0.073572114347627,10.5661160411048,,2.66972506727498,0.01475246714849
3.32489036936148,3192.05339134382,,,,,,,,0.079578898564748,10.4673439767779,,2.71218828443039,0.01411488954402
3.37084436732971,3195.50645824728,,,,,,,,0.08410003616379,10.3831286253577,,2.74501834539355,0.013875295644439
3.41681003763677,3197.40564504419,,,,,,,,0.089950209643606,10.3105950653121,,2.79670804575704,0.013166551490588
3.46277311409075,3199.65013853144,,,,,,,,0.097292237895414,10.1865267612764,,2.83669826406133,0.012469512164363
3.49619309523952,3202.3090000471,,,,,,,,0.107245807127883,10.0841799709724,,2.87561502688839,0.011771984285068
,,,,,,,,,0.110491250056113,10.0134617400781,,3.33886858060625,0.007732197674104
,,,,,,,,,0.12109437993872,9.94484760522497,,3.38028636658462,0.007939317734266
,,,,,,,,,0.124244661189523,9.84853077487604,,3.42277398987137,0.007653188421058
,,,,,,,,,0.134932873730044,9.77068214804064,,3.46526099684167,0.007358184151001
,,,,,,,,,0.149316104065156,9.68740724014037,,3.50581862517176,0.007103214036496
,,,,,,,,,0.162665295920013,9.61393323657475,,3.08398049296682,0.010363093974193
,,,,,,,,,0.176326365929717,9.54930135322408,,2.92435629227133,0.01177460395919
,,,,,,,,,0.207208657183485,9.43784747957235,,2.99375176221191,0.011069371103554
,,,,,,,,,0.238103217224925,9.36879453611421,,3.19153372481995,0.009129632659313
,,,,,,,,,0.269005138538969,9.32518215077222,,3.28177463876831,0.008598793515756
,,,,,,,,,0.299911266294499,9.2961072272109,,,
,,,,,,,,,0.330820899417936,9.27914685513346,,,
,,,,,,,,,0.361731584151745,9.26582084850119,,,
,,,,,,,,,0.392643671032716,9.25734066246247,,,
,,,,,,,,,0.423555056840106,9.24643756612697,,,
,,,,,,,,,0.45446889640503,9.24401465583019,,,
,,,,,,,,,0.485379230602048,9.22947719404953,,,
,,,,,,,,,0.516293070166972,9.22705428375276,,,
,,,,,,,,,0.5472030538272,9.21130536682371,,,
,,,,,,,,,0.578116542855333,9.20767100137854,,,
,,,,,,,,,0.609027227589142,9.19434499474627,,,
,,,,,,,,,0.639940015543695,9.18828771900433,,,
,,,,,,,,,0.670849648667131,9.17132734692689,,,
,,,,,,,,,0.701761034474521,9.16042425059139,,,
,,,,,,,,,0.73267206974512,9.14830969910751,,,
,,,,,,,,,0.763581702868557,9.13134932703007,,,
,,,,,,,,,0.794492387602366,9.11802332039779,,,
,,,,,,,,,0.825402721799384,9.10348585861713,,,
,,,,,,,,,0.856313406533192,9.09015985198486,,,
,,,,,,,,,0.887223039656629,9.07319947990742,,,
,,,,,,,,,0.918132322243276,9.05502765268159,,,
,,,,,,,,,0.949041254293131,9.03564437030738,,,
,,,,,,,,,0.979950186342986,9.01626108793316,,,
,,,,,,,,,1.01085911839284,8.99687780555895,,,
,,,,,,,,,1.04176769990591,8.97628306803634,,,
,,,,,,,,,1.07267628141897,8.95568833051374,,,
,,,,,,,,,1.10358451239525,8.93388213784275,,,
,,,,,,,,,1.13449274337152,8.91207594517176,,,
,,,,,,,,,1.16540097434779,8.89026975250076,,,
,,,,,,,,,1.19244675727381,8.87492465395451,,,
